sample-id,forward-absolute-filepath,reverse-absolute-filepath
2066,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2066_M_2017_P22_N400_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2066_M_2017_P22_N400_C_20180429_CABBI.R2.fastq.gz
2067,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2067_M_2017_P24_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2067_M_2017_P24_N0_A_20180429_CABBI.R2.fastq.gz
2068,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2068_M_2017_P24_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2068_M_2017_P24_N0_B_20180429_CABBI.R2.fastq.gz
2069,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2069_M_2017_P24_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2069_M_2017_P24_N0_C_20180429_CABBI.R2.fastq.gz
2070,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2070_M_2017_P25_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2070_M_2017_P25_N200_A_20180429_CABBI.R2.fastq.gz
2071,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2071_M_2017_P25_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2071_M_2017_P25_N200_B_20180429_CABBI.R2.fastq.gz
2072,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2072_M_2017_P25_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2072_M_2017_P25_N200_C_20180429_CABBI.R2.fastq.gz
2073,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2073_M_2015_P27_N400_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2073_M_2015_P27_N400_A_20180429_CABBI.R2.fastq.gz
2074,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2074_M_2015_P27_N400_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2074_M_2015_P27_N400_B_20180429_CABBI.R2.fastq.gz
2075,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2075_M_2015_P27_N400_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2075_M_2015_P27_N400_C_20180429_CABBI.R2.fastq.gz
2076,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2076_M_2015_P28_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2076_M_2015_P28_N0_A_20180429_CABBI.R2.fastq.gz
2077,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2077_M_2015_P28_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2077_M_2015_P28_N0_B_20180429_CABBI.R2.fastq.gz
2078,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2078_M_2015_P28_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2078_M_2015_P28_N0_C_20180429_CABBI.R2.fastq.gz
2079,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2079_M_2015_P30_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2079_M_2015_P30_N200_A_20180429_CABBI.R2.fastq.gz
2080,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2080_M_2015_P30_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2080_M_2015_P30_N200_B_20180429_CABBI.R2.fastq.gz
2081,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2081_M_2015_P30_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2081_M_2015_P30_N200_C_20180429_CABBI.R2.fastq.gz
2082,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2082_M_2017_P33_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2082_M_2017_P33_N200_A_20180429_CABBI.R2.fastq.gz
2083,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2083_M_2017_P33_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2083_M_2017_P33_N200_B_20180429_CABBI.R2.fastq.gz
2084,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2084_M_2017_P33_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2084_M_2017_P33_N200_C_20180429_CABBI.R2.fastq.gz
2085,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2085_M_2017_P34_N400_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2085_M_2017_P34_N400_A_20180429_CABBI.R2.fastq.gz
2086,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2086_M_2017_P34_N400_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2086_M_2017_P34_N400_B_20180429_CABBI.R2.fastq.gz
2087,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2087_M_2017_P34_N400_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2087_M_2017_P34_N400_C_20180429_CABBI.R2.fastq.gz
2088,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2088_M_2017_P35_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2088_M_2017_P35_N0_A_20180429_CABBI.R2.fastq.gz
2089,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2089_M_2017_P35_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2089_M_2017_P35_N0_B_20180429_CABBI.R2.fastq.gz
2090,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2090_M_2017_P35_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2090_M_2017_P35_N0_C_20180429_CABBI.R2.fastq.gz
2091,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2091_M_2016_P37_N400_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2091_M_2016_P37_N400_A_20180429_CABBI.R2.fastq.gz
2092,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2092_M_2016_P37_N400_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2092_M_2016_P37_N400_B_20180429_CABBI.R2.fastq.gz
2093,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2093_M_2016_P37_N400_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2093_M_2016_P37_N400_C_20180429_CABBI.R2.fastq.gz
2094,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2094_M_2016_P39_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2094_M_2016_P39_N0_A_20180429_CABBI.R2.fastq.gz
2095,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2095_M_2016_P39_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2095_M_2016_P39_N0_B_20180429_CABBI.R2.fastq.gz
2096,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2096_M_2016_P39_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2096_M_2016_P39_N0_C_20180429_CABBI.R2.fastq.gz
2097,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2097_M_2016_P40_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2097_M_2016_P40_N200_A_20180429_CABBI.R2.fastq.gz
2098,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2098_M_2016_P40_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2098_M_2016_P40_N200_B_20180429_CABBI.R2.fastq.gz
2099,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2099_M_2016_P40_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2099_M_2016_P40_N200_C_20180429_CABBI.R2.fastq.gz
2100,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2100_M_2015_P43_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2100_M_2015_P43_N200_A_20180429_CABBI.R2.fastq.gz
2101,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2101_M_2015_P43_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2101_M_2015_P43_N200_B_20180429_CABBI.R2.fastq.gz
2102,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2102_M_2015_P43_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2102_M_2015_P43_N200_C_20180429_CABBI.R2.fastq.gz
2103,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2103_M_2015_P44_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2103_M_2015_P44_N0_A_20180429_CABBI.R2.fastq.gz
2104,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2104_M_2015_P44_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2104_M_2015_P44_N0_B_20180429_CABBI.R2.fastq.gz
2105,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2105_M_2015_P44_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2105_M_2015_P44_N0_C_20180429_CABBI.R2.fastq.gz
2106,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2106_M_2015_P45_N400_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2106_M_2015_P45_N400_A_20180429_CABBI.R2.fastq.gz
2107,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2107_M_2015_P45_N400_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2107_M_2015_P45_N400_B_20180429_CABBI.R2.fastq.gz
2108,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2108_M_2015_P45_N400_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2108_M_2015_P45_N400_C_20180429_CABBI.R2.fastq.gz
2109,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2109_C_2018_P33_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2109_C_2018_P33_N200_A_20180429_CABBI.R2.fastq.gz
2110,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2110_C_2018_P33_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2110_C_2018_P33_N200_B_20180429_CABBI.R2.fastq.gz
2111,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2111_C_2018_P33_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2111_C_2018_P33_N200_C_20180429_CABBI.R2.fastq.gz
2112,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2112_C_2018_P34_N300_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2112_C_2018_P34_N300_A_20180429_CABBI.R2.fastq.gz
2113,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2113_C_2018_P34_N300_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2113_C_2018_P34_N300_B_20180429_CABBI.R2.fastq.gz
2114,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2114_C_2018_P34_N300_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2114_C_2018_P34_N300_C_20180429_CABBI.R2.fastq.gz
2115,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2115_C_2018_P35_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2115_C_2018_P35_N0_A_20180429_CABBI.R2.fastq.gz
2116,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2116_C_2018_P35_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2116_C_2018_P35_N0_B_20180429_CABBI.R2.fastq.gz
2117,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2117_C_2018_P35_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2117_C_2018_P35_N0_C_20180429_CABBI.R2.fastq.gz
2118,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2118_C_2018_P37_N300_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2118_C_2018_P37_N300_A_20180429_CABBI.R2.fastq.gz
2119,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2119_C_2018_P37_N300_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2119_C_2018_P37_N300_B_20180429_CABBI.R2.fastq.gz
2120,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2120_C_2018_P37_N300_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2120_C_2018_P37_N300_C_20180429_CABBI.R2.fastq.gz
2121,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2121_C_2018_P39_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2121_C_2018_P39_N0_A_20180429_CABBI.R2.fastq.gz
2122,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2122_C_2018_P39_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2122_C_2018_P39_N0_B_20180429_CABBI.R2.fastq.gz
2123,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2123_C_2018_P39_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2123_C_2018_P39_N0_C_20180429_CABBI.R2.fastq.gz
2124,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2124_C_2018_P40_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2124_C_2018_P40_N200_A_20180429_CABBI.R2.fastq.gz
2125,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2125_C_2018_P40_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2125_C_2018_P40_N200_B_20180429_CABBI.R2.fastq.gz
2126,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2126_C_2018_P40_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2126_C_2018_P40_N200_C_20180429_CABBI.R2.fastq.gz
2127,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2127_C_2018_P43_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2127_C_2018_P43_N200_A_20180429_CABBI.R2.fastq.gz
2128,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2128_C_2018_P43_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2128_C_2018_P43_N200_B_20180429_CABBI.R2.fastq.gz
2129,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2129_C_2018_P43_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2129_C_2018_P43_N200_C_20180429_CABBI.R2.fastq.gz
2130,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2130_C_2018_P44_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2130_C_2018_P44_N0_A_20180429_CABBI.R2.fastq.gz
2131,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2131_C_2018_P44_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2131_C_2018_P44_N0_B_20180429_CABBI.R2.fastq.gz
2132,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2132_C_2018_P44_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2132_C_2018_P44_N0_C_20180429_CABBI.R2.fastq.gz
2133,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2133_C_2018_P45_N300_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2133_C_2018_P45_N300_A_20180429_CABBI.R2.fastq.gz
2134,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2134_C_2018_P45_N300_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2134_C_2018_P45_N300_B_20180429_CABBI.R2.fastq.gz
2135,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2135_C_2018_P45_N300_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2135_C_2018_P45_N300_C_20180429_CABBI.R2.fastq.gz
2136,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2136_M_2017_P46_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2136_M_2017_P46_N0_A_20180429_CABBI.R2.fastq.gz
2137,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2137_M_2017_P46_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2137_M_2017_P46_N0_B_20180429_CABBI.R2.fastq.gz
2138,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2138_M_2017_P46_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2138_M_2017_P46_N0_C_20180429_CABBI.R2.fastq.gz
2139,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2139_M_2017_P48_N400_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2139_M_2017_P48_N400_A_20180429_CABBI.R2.fastq.gz
2140,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2140_M_2017_P48_N400_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2140_M_2017_P48_N400_B_20180429_CABBI.R2.fastq.gz
2141,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2141_M_2017_P48_N400_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2141_M_2017_P48_N400_C_20180429_CABBI.R2.fastq.gz
2142,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2142_M_2017_P50_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2142_M_2017_P50_N200_A_20180429_CABBI.R2.fastq.gz
2143,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2143_M_2017_P50_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2143_M_2017_P50_N200_B_20180429_CABBI.R2.fastq.gz
2144,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2144_M_2017_P50_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2144_M_2017_P50_N200_C_20180429_CABBI.R2.fastq.gz
2145,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2145_M_2015_P53_N400_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2145_M_2015_P53_N400_A_20180429_CABBI.R2.fastq.gz
2146,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2146_M_2015_P53_N400_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2146_M_2015_P53_N400_B_20180429_CABBI.R2.fastq.gz
2147,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2147_M_2015_P53_N400_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2147_M_2015_P53_N400_C_20180429_CABBI.R2.fastq.gz
2148,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2148_M_2015_P54_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2148_M_2015_P54_N200_A_20180429_CABBI.R2.fastq.gz
2149,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2149_M_2015_P54_N200_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2149_M_2015_P54_N200_B_20180429_CABBI.R2.fastq.gz
2150,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2150_M_2015_P54_N200_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2150_M_2015_P54_N200_C_20180429_CABBI.R2.fastq.gz
2151,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2151_M_2015_P55_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2151_M_2015_P55_N0_A_20180429_CABBI.R2.fastq.gz
2152,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2152_M_2015_P55_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2152_M_2015_P55_N0_B_20180429_CABBI.R2.fastq.gz
2153,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2153_M_2015_P55_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2153_M_2015_P55_N0_C_20180429_CABBI.R2.fastq.gz
2154,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2154_M_2016_P56_N0_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2154_M_2016_P56_N0_A_20180429_CABBI.R2.fastq.gz
2155,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2155_M_2016_P56_N0_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2155_M_2016_P56_N0_B_20180429_CABBI.R2.fastq.gz
2156,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2156_M_2016_P56_N0_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2156_M_2016_P56_N0_C_20180429_CABBI.R2.fastq.gz
2157,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2157_M_2016_P58_N400_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2157_M_2016_P58_N400_A_20180429_CABBI.R2.fastq.gz
2158,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2158_M_2016_P58_N400_B_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2158_M_2016_P58_N400_B_20180429_CABBI.R2.fastq.gz
2159,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2159_M_2016_P58_N400_C_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2159_M_2016_P58_N400_C_20180429_CABBI.R2.fastq.gz
2160,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2160_M_2016_P60_N200_A_20180429_CABBI.R1.fastq.gz,/mnt/research/EvansLab/Brandon/inter_BRC_microbiome/raw_seqs/2160_M_2016_P60_N200_A_20180429_CABBI.R2.fastq.gz
